PUBMEDID	Acronym	Agency	Country	GrantID
18849991	Missing Acronym	Wellcome Trust	United Kingdom	077011
17667963	Missing Acronym;DA	Wellcome Trust;NIDA NIH HHS	United Kingdom;United States	079912;R01 DA018673;R37 DA018673
19430479	AG;HC;HG;HL;RR;Missing Acronym;DK;ImNIH	NIA NIH HHS;NHLBI NIH HHS;NHGRI NIH HHS;NCRR NIH HHS;PHS HHS;NIDDK NIH HHS;Intramural NIH HHS	United States	N01AG12100;N01 HC075150;U01HG004402;R01HL087641;R37HL051021;N01 HC055021;N01HC55020;UL1RR025005;N02-HL-6-4278;N01-HC-25195;N01 HC055022;N01 HC085086;R01 HL059367-02;N01 AG012100;N01HC55018;N01-HC-85085;R01HL59367;UL1 RR025005;U01 HG004402-01;U01 HL080295;N01-HC-55022;N01-HC-85081;N01 HC015103;N01-HC-55016;N01 HC055018;N01 HC025195;R01 HL086694;R37 HL051021-06;U01 HL080295-01;N02 HL64278;R01 HL087652-01;R37 HL051021-12;N01HC55022;R01 HL086694-01A1;HHSN268200625226C;N01HC55222;N01-HC-55021;R37 HL051021-13;N01-HC-85086;N01HC55015;N01HC85086;P30 DK063491-039004;N01-HC-85082;N01 HC055019;N01 HC-55222;N01-HC-55019;U10 HL054512-05;N01-HC-55015;N01 HC055222;N01-HC-75150;N01-HC-55020;N01-HC-85080;N01HC55016;N01-HC-85083;R37 HL051021-11;P30 DK063491-029004;N01 HC055015;Missing ID;UL1 RR025005-01;N01HC55019;N01HC75150;P30 DK063491-019004;N01HC25195;R01 HL087641-01;N01-HC-85079;N01 HC055020;P30 DK063491-049004;U10HL054512;N01-HC-55018;N01HC55021;N01HC85079;N01 HC085079;R37 HL051021-14;N01 HC045133;R37 HL051021-15;R37 HL051021-10;N01 HC035129;N01 HC055016;N01-HC-85084;R01HL086694
17903298	HC;RR;DK;HL	NHLBI NIH HHS;NCRR NIH HHS;NIDDK NIH HHS	United States	N01-HC-25195;M01 RR001066;M01-RR-01066;K23 DK065978;K23 DK65978-03;N01HC25195
18193044	Missing Acronym	Wellcome Trust	United Kingdom	089061
22365631	MH;ImNIH	NIMH NIH HHS;Intramural NIH HHS	United States	R01 MH078151;Z01 MH002810;R01 MH059545;U01 MH46282;R01 MH059548;R01 MH059534;R01 MH59535;MH081804;MH059567;R01 MH059556;R01MH59567;K01-MH087889;R01 MH059535;R01 MH59545;R01 MH059567;R01 MH59533;1Z01MH002810-01,;R01 MH59553;U01 MH46274;R01 MH081804;R01 MH60068;R01 MH059533;U01 MH46280;R01 MH059553;K01 MH087889;R01 MH060068
20037589	WT_;BB_	Wellcome Trust;Biotechnology and Biological Sciences Research Council	United Kingdom	091746;G20234
20600896	HL;DK;RR	NHLBI NIH HHS;NIDDK NIH HHS;NCRR NIH HHS	United States	HL060894;DK63491;M01 RR000069;HL060919;R01 HL060944;UL1 RR025011;P30 DK063491;R01 HL061019;R01 HL060919;R01 HL060894;M01RR00069
22174901	Missing Acronym	Missing Agency	Missing Country	Missing ID
23732972	Missing Acronym	Missing Agency	Missing Country	Missing ID
20884846	HC;HL;RR;DK;AG;EY;HG;CA;NS	NHLBI NIH HHS;NCRR NIH HHS;NIDDK NIH HHS;NIA NIH HHS;NEI NIH HHS;NHGRI NIH HHS;NCI NIH HHS;NINDS NIH HHS	United States	N01 HC085086;N01 HC075150;R01 HL087652;M01RR00069;N01 HC045133;N01 HC035129;N01 HC055016;R01HL086694;N01HC55020;UL1RR025005;K01 DK067207;N01AG12100;N01 AG012100;N01 HC-25195;N01HC55018;N01 HC085081;R01HL59367;UL1 RR025005;U01 HL080295;HL 043851;N01-HC-55022;N01-HC-85081;R01 HL043851;UL1 RR 025005;R01 HL059367;HHSN268200800007C;N01 HC015103;M01 RR000069;N01-HC-55016;N01 HC085083;N01 HC055018;N01 HC025195;N02 HL64278;N01 HC085085;R01 HL086694;R01 HL091069;R01 EY017362;U01 HG004402;N01HC55022;N01HC55222;N01-HC-55021;N01-HC-85086;N01HC55015;N01HC85086;U01HG004402;CA 047988;N01 HC085082;K01DK067207;N01-HC-85082;N01 HC055019;P30 DK063491;N01 HC085080;N01 HC-55222;N01-HC-55019;R01DK076770;R01HL087641;R01 NS061836;N01-HC-55015;N01 HC055222;N01-HC-85083;N01-HC-75150;N01-HC-55020;N01-HC-85080;N01HC55016;R01 HL080467;U01 HL069757;R01 DK076770;N01 HC055015;R01 AG027002;N01 HC055021;R01 CA047988;N01 HC085084;N01HC55019;N01HC75150;N01HC25195;N01-HC-85079;N01 HC055020;N02-HL-64278;N01-HC-55018;N01HC55021;R01 HL087641;N01HC85079;N01 HC085079
18262040	MRC_;WT_	Medical Research Council;Wellcome Trust	United Kingdom	G0000934;068545/Z/02;MC_U105630924;G0701863;MC_QA137934;MC_U106188470
18239089	Missing Acronym	Missing Agency	Missing Country	Missing ID
19188921	AR;AA;DA;AG	NIAMS NIH HHS;NIAAA NIH HHS;NIDA NIH HHS;NIA NIH HHS	United States	R01 AR050496-02;R21 AA015973-02;P50 AR055081-029002;R01 DA012844-08;R01 DA012844-01S1;R01 AR050496-04;P50 AR055081-017144;R01 DA012844-05S1;P50 AR055081-010003;R01 DA012844-06A2;R01 DA012844-04;R21 AG027110-02;R01 AG026564-01A2;R01 DA012844-07S1;P50 AR055081-029001;R01 AR050496-03;R01 DA012844-02;R01 DA12844;R21 AG027110-01A1;R01 AR050496-01;P50 AR055081-010002;P50 AR055081-019001;P50 AR055081-020001;P50 AR055081-020002;R01 AG026564-02;R01 AR050496-05;R21 AA015973-01A2;P50 AR055081-010001;R01 DA012844-04S1;P50 AR055081-020003;P50 AR055081-025234;R01 DA012844-03;P50 AR055081-019002;R01 AR050496-01A1
17434096	NS;ImNIH;MRC_	NINDS NIH HHS;Intramural NIH HHS;Medical Research Council	United States;United Kingdom	R01 NS042733;K08 NS045802-01A2;Missing ID;G0701075;R01 NS42733
23291589	CSO_;EY;MRC_;DH_;TR	Chief Scientist Office;NEI NIH HHS;Medical Research Council;Department of Health;NCATS NIH HHS	United Kingdom;United States	CZB/4/710;CZB/4/438;R01 EY018246;R01 EY022305;MC_PC_U127561128;F32 EY021436;P30 EY014104;SRF/01/010;R01 EY018825;UL1 TR000124;R01 EY023242
19838193	Missing Acronym	Missing Agency	Missing Country	Missing ID
17804836	AI;AR;RR;Missing Acronym	NIAID NIH HHS;NIAMS NIH HHS;NCRR NIH HHS;Intramural NIH HHS	United States	K08-AI55314-3;N01AR22263;M01 RR000079;R01-AI065841;R01 AR050267;R01-AR44422;K08 AI055314-03;M01 RR018535;R01 AR044422;5-M01-RR-00079;M01-RR018535;K08 AI055314-02;R01 AI065841;N01-AR22263;Missing ID;K08 AI055314-01A1;K08 AI055314-05;R01-AR050267;K24 AR002175;K24-AR02175;K08 AI055314-04
17554300	MRC_;WT_;CSO_	Medical Research Council;Wellcome Trust;Chief Scientist Office	United Kingdom	G9806740;G0600329;G0800759;077011;G0000934;076113;G0600705;090532;G0100594;G90/106;G19/9;CZB/4/540;G9810900;G0501942;G0901461
19767753	CA;CRUK_;DH_;RR;MRC_;GM;PC;ImNIH	NCI NIH HHS;Cancer Research UK;Department of Health;NCRR NIH HHS;Medical Research Council;NIGMS NIH HHS;Intramural NIH HHS	United States;United Kingdom	P50 CA097186;P50 CA097186-08;11022;Missing ID;C5047/A10692;C16913/A6835;M01 RR00064;R01 CA128813;G0501019;R01CA84979;R01 CA056678-05;M01 RR000064-41;CA54281;R37 CA054281-17;G0500966;C522/A8649;CA97186;R01 CA072818-09;T32 GM007814;R01 CA084979;R01 CA084979-05;C5047/A7357;R01 CA128813-02;10588;N01-PC-35141;C16913/A6135;CA56678;U01 CA089600;C5047/A3354;U01 CA089600-04;CA63464;P50 CA069568-12;CA92579;R01 CA063464;N01 PC035141;Missing ID;P50 CA105641;R01 CA092579-05;R01CA128813;R01 CA063464-10;P50 CA105641-05;10118;C1287/A10118
19734901	MRC_;WT_;NS	Medical Research Council;Wellcome Trust;NINDS NIH HHS	United Kingdom;United States	G0600974;G0500289;G0900688;089701;NS050557
20169177	Missing Acronym	Missing Agency	Missing Country	Missing ID
18193045	HL;AR;HG;HC;DK;ImNIH;AG;WT_;RR;MRC_	NHLBI NIH HHS;NIAMS NIH HHS;NHGRI NIH HHS;NIDDK NIH HHS;Intramural NIH HHS;NIA NIH HHS;Wellcome Trust;NCRR NIH HHS;Medical Research Council	United States;United Kingdom	N01HC55020;R01 AR046838;U01 HL084729;R01 HG002651;N01-HC-55016;R01 DK072193;HL72515;R01 DK062370;N01-HC-55019;N01-HC-55015;Z01 HG000024;U01 DK062370;R01 DK072193-04;U01 HL084729-03;R01 AG018728;R56 DK062370;N01HG65403;N01HC55018;N01-HC-55022;068545/Z/02;N01HC55022;M01 RR 16500;N01-HC-55021;N01HC55015;G0000934;P30 DK072488;R01 DK029867;G0600705;N01-HC-55020;DK54361;N01HC55016;U01 HL072515;R01 HG002651-05S2;M01 RR016500;AG18728;N01HC55019;N01-HC-55018;N01HC55021
20877124	Missing Acronym	Missing Agency	Missing Country	Missing ID
17618284	MRC_	Medical Research Council	United Kingdom	G0301100;G9615910
21060863	AG;HC;HL;ImNIH;RR;EY;MRC_;HG;DK	NIA NIH HHS;NHLBI NIH HHS;Intramural NIH HHS;NCRR NIH HHS;NEI NIH HHS;Medical Research Council;NHGRI NIH HHS;NIDDK NIH HHS	United States;United Kingdom	N01AG12100;N01-HC-55022;R01 HL087652;ZIA EY000403-10;ZIA EY000426-09;N01 HC045133;N01HC55020;UL1RR025005;T32 HL007902;ZIA EY000401-09;ZIA EY000401-13;Z01 EY000401;N01HC55018;Z01 EY000426-05;R01 EY018246;Z99 EY999999;UL1 RR025005;MC_UP_A100_1003;U01 HL080295;ZIA EY000401-11;ZIA EY000403-13;ZIA EY000426-10;G0801056;N01 HC015103;M01 RR000069;N01-HC-55016;ZIA EY000426-13;ZIA EY000403-14;ZIA EY000426-08;ZIA EY000401-08;U01 HG004402;ZIA EY000403-11;T32HL007902;N01HC55022;N01HC55222;N01-HC-55021;ZIA EY000401-12;N01-HC-85086;N01HC55015;Z01 EY000426-04;N01HC85086;U01HG004402;N01HC-55222;ZIA EY000426-11;P30 DK063491;N01-HC-55019;G0401527;R01HL087641;N01-HC-55015;ZIA EY000403-09;MC_U105630924;Z01 EY000403-06;M01RR00069;N01-HC-75150;ZIA EY000403-08;N01-HC-55020;N01HC55016;ZIA EY000401-15;Z01 EY000401-06;G0701863;Z01 EY000403-07;ZIA EY000426-07;N01HC55019;Z01 AG007380;N01HC75150;ZIA EY000426-12;N01-HC-85079;ZIA EY000426-06;N01HC85079;N01-HC-55018;ZIA EY000403-15;N01HC55021;R01 HL087641;ZIA EY000401-14;N01 HC035129;Z01 EY000401-07;ZIA EY000401-10;ZIA EY000403-12
20171287	EB;AG;DA;RR;MH;HD;NS	NIBIB NIH HHS;NIA NIH HHS;NIDA NIH HHS;NCRR NIH HHS;NIMH NIH HHS;NICHD NIH HHS;NINDS NIH HHS	United States	R01 EB007813;U24 AG021886;1-T90-DA022768:02;R01 AG020098;U01 AG024904-05;P30 AG019610;R01 EB008281;U19 AG010483;M01 RR000865;R01 AG012101;F31 MH087061;R01 HD050735;1F31MH087061;R01 EB008432;M01RR000865;R01HD050735;P41 RR013642;R01-NS059873;R01EB007813;U54 RR021813;R01 NS059873;T90 DA022768
19915576	Missing Acronym	Missing Agency	Missing Country	Missing ID
20064070	AI;DA;Missing Acronym;RR;ImNIH;Missing Acronym	NIAID NIH HHS;NIDA NIH HHS;PHS HHS;NCRR NIH HHS;Intramural NIH HHS	United States	U01 AI035042;U01 AI35043;U01 AI037984;R56 DA004334;R01-DA04334;R37 AI047734-06A1;P30 AI027757-21;U01 AI035041;U01 AI35041;R37 AI47734;U01 AI37984;U01 AI035042-10;T32 AI007140;R01 DA004334;U01 AI35040;R01-1258;P30 AI27757;5M01 RR00722;P30 AI027757-169012;U01 AI037613;T32 AI07140;U01 AI037984-04;P30 AI027757-119010;M01 RR000722;P01 AI057005;Missing ID;U01 AI035043;P30 AI027757-219021;U01 AI35042;U64/CCU900523-08;U01 AI035040;U01 AI35039;U01 AI035040-18;U01 AI035039;U01 AI37613
21423719	DK;MRC_;WT_;HL;RR;BHF_;HC;AR;AG;Missing Acronym;ImNIH	NIDDK NIH HHS;Medical Research Council;Wellcome Trust;NHLBI NIH HHS;NCRR NIH HHS;British Heart Foundation;NIAMS NIH HHS;NIA NIH HHS;PHS HHS;Intramural NIH HHS	United States;United Kingdom	K23DK080145-01;MC_U127561128;U01DK061728;095515;U01 DK061734;R01HL088119;M01RR000827;RG/07/008/23674;G19/35;N02-HL-6-4278;UL1RR02501401;G8802774;N01-HC-25195;MC_UP_A620_1015;U01 DK061737;T32 DK07191-32;K23 DK080145;U01 DK061713;UL1 RR024989;K01 DK067207;F32AR059469;U01DK061713;N01AG12100;U01 DK061732;G0100222;MC_UP_A100_1003;U01DK061731;T32 DK007191;K24 DK002957;U01 HL72515;F32 DK079466-01;U01DK061737;G0801056;U01 DK061731;U01 DK061718;R01DK075787;M01RR000065;M01 RR000188;R01 AG18728;T32 AG000262;R01 DK075787;U01DK061718;R01 DK075681;G0902037;U01DK061732;M01 RR000750;MC_UP_A620_1014;U01 HL084756;T32AG000262;U01 DK061730;P30 DK072488;R01HL087700;G0401527;U01 DK061728;ULRR02413101;M01 RR000065;P60 DK079637;G1000758;090532;R01DK075681;G1000143;U01 HL072515;G0701863;U01 DK061738;UL1RR024989;Missing ID;PG/09/002/26056;N01HC25195;M01RR020359;F32 AR059469;U01DK061738;M01 RR000827;M01RR00188;U01DK061734;R01 HL087700;MC_U106179471;R01 AG018728;P30DK072488;U01DK061730;R01 HL088119;M01 RR020359;M01RR000750
21533175	AG;MD;DH_;AR;HL;BB_;VAC_;DMT_;MRC_;HC;WT_;HG;ARC_	NIA NIH HHS;NIMHD NIH HHS;Department of Health;NIAMS NIH HHS;NHLBI NIH HHS;Biotechnology and Biological Sciences Research Council;Versus Arthritis;The Dunhill Medical Trust;Medical Research Council;Wellcome Trust;NHGRI NIH HHS;Arthritis Research UK	United States;United Kingdom	N.1-AG-1-2111;263 MD 821336;Missing ID;1R01AG032098-01A1;R01 AR/AG 41398;R01 AR041398;R01 AG032098;R01 HL094755;N.1-AG-1-1;G20234;N01-AG-6-2106;17489;R21AG032598;263 MD 9164;N01-AG-5-0002;R69/0208;G0900339;N02-HL-6-4278;N01-HC-25195;N01-AG-6-2101;Missing ID;R01 MD009164;N01-AG-6-2103;HHSN268200782096C;N01HC25195;R21 AG032598
20877300	MRC_;DH_	Medical Research Council;Department of Health	United Kingdom	G0701003;G0701420;G90/106;Missing ID
23577725	EY	NEI NIH HHS	United States	R01 EY012118;7R01EY012118
20548946	Missing Acronym	Missing Agency	Missing Country	Missing ID
19330030	CA;ImNIH	NCI NIH HHS;Intramural NIH HHS	United States	R01 CA050385;5UO1CA098233;R01 CA065725-14;P01 CA087969;R01 CA067262;CA87969;CA49449;CA67262;U01 CA049449;U01 CA067262;U01 CA098233;Missing ID;R01 CA049449;UO1 CA098710;CA50385;U01 CA098710;CA65725
18245381	Missing Acronym;AG;Missing Acronym	PHS HHS;NIA NIH HHS;Intramural NIH HHS	United States	263-MA-410953;N01-AG-1-2109;Missing ID
17903300	HL;DK;RR;HC	NHLBI NIH HHS;NIDDK NIH HHS;NCRR NIH HHS	United States	N01HC25195;R01 DK066241;1S10RR163736-01A1;N01-HC-25195
23382691	CSO_;WT_;MRC_	Chief Scientist Office;Wellcome Trust;Medical Research Council	United Kingdom	CZB/4/710;CZB/4/728;095831;MC_PC_U127561128;Missing ID
20463881	WT_;EY;CA;BB_	Wellcome Trust;NEI NIH HHS;NCI NIH HHS;Biotechnology and Biological Sciences Research Council	United Kingdom;United States	Missing ID;R01 EY018246;1R01EY018246;CA88363;G20234;R01 CA088363
21245432	Missing Acronym	Missing Agency	Missing Country	Missing ID
22197932	Missing Acronym;AA;MRC_;Missing Acronym;Missing Acronym;DUK_;Missing Acronym;DA	Wellcome Trust;NIAAA NIH HHS;Medical Research Council;Diabetes UK;NIDA NIH HHS	United Kingdom;United States	084762;K05 AA017688;G0800582(86758);G0401540;092731;G0601361;076467;08/0003775;068545;R01 DA012854;G9815508;G0601361(80219);G9815508(74882)
17486107	MRC_;ImNIH;MH;CA;GM	Medical Research Council;Intramural NIH HHS;NIMH NIH HHS;NCI NIH HHS;NIGMS NIH HHS	United Kingdom;United States	MR/K01417X/1;Z01 MH002810;Z01 MH002843-04;R01 MH059567;R01 MH059545;R01 CA098438;R01 MH059586;R01 MH059566;R01 MH059588;R01 MH060879;R01 MH060068;R01 MH061675;R01 MH059556;Z01 MH002810-05;R01 MH059535;R01 GM60457;R01 MH059548;R01 MH067257;R01 MH060870;R01 MH059534;R01 MH059571;R01 MH059565;R01 MH059587;R01 MH059533;G0701075;R01 MH059553;Z01 MH002842-04
20862305	RR;DK;CA;HG	NCRR NIH HHS;NIDDK NIH HHS;NCI NIH HHS;NHGRI NIH HHS	United States	1 UL1 RR024975;R01 DK058845;R01 CA122756;R01CA64277;R01 CA092585;P30 CA068485;R01CA124558;U01 HG004399;R01CA122756;R01CA92585;P30 CA68485;R37 CA070867;DK58845;R01 DK091718;R01 CA090899;R01 CA100374;R01CA100374;R01 CA064277;R37CA70867;R01 CA118229;R01 CA124558;R01CA90899
19305409	HL;RR;HC;Missing Acronym;ImNIH;AG;HG;Missing Acronym	NHLBI NIH HHS;NCRR NIH HHS;PHS HHS;Intramural NIH HHS;NIA NIH HHS;NHGRI NIH HHS	United States	N01HC55020;N01HC55018;UL1 RR025005;N01-HC-55016;N01HC55015;N01-HC-55019;263-MA-410953;Missing ID;N01HC55019;U10 HL054512;N01-HC-55022;N01-AG-12109;R01 HL059367;R01 HL086694;R01 HL59367;U01 HG004402;N01HC55022;N01-HC-55021;N01-HC-55015;HL86694;U01 HL054512-13;R01 HL086694-03;HHSN 268200625226C;N01-HC-55020;N01HC55016;N01-HC-55018;N01HC55021;R01 HL087641
18834626	HL;HC;RR;DK	NHLBI NIH HHS;NCRR NIH HHS;NIDDK NIH HHS	United States	N01HC55020;N02-HL-6-4278;N01-HC-25195;N01 HC055022;N01HC55018;UL1 RR025005;N01-HC-55022;UL1 RR 025005;N01-HC-55016;N01 HC055018;N01 HC025195;N02 HL64278;R01DK076770-01;N01HC55022;N01-HC-55021;N01HC55015;N01 HC055019;N01-HC-55019;R01 DK076770-01;N01-HC-55015;N01-HC-55020;N01HC55016;N01 HC055015;N01 HC055021;UL1 RR025005-01;N01HC55019;N01HC25195;N01 HC055020;N01-HC-55018;N01HC55021;N01 HC055016
20463552	Missing Acronym	Missing Agency	Missing Country	Missing ID
19282985	AR;AG	NIAMS NIH HHS;NIA NIH HHS	United States	R01 AR050496-01;R01 AG026564;R21 AG027110;P50 AR055081
20202923	HG;CA;AA;DA	NHGRI NIH HHS;NCI NIH HHS;NIAAA NIH HHS;NIDA NIH HHS	United States	U01HG004438;U01 HG004438;P01 CA089392-07;HHSN268200782096C;K02 AA018755;K02 DA021237;R01 DA019963-01A2;U10 AA008401;R01 DA019963-03;U01 HG004446;U01 HG004422-02;R01 DA019963-02;R01 DA013423-05
19488044	MH;ImNIH;RR;HL	NIMH NIH HHS;Intramural NIH HHS;NCRR NIH HHS;NHLBI NIH HHS	United States	R01 MH078151;Z01 MH002810;K08 MH080372;1Z01MH002810-01;R01 MH59535;MH081804;R01 MH094483;R01 MH059535-08;R01 MH059567-08;R01 MH060068;R01 MH059556;R01 MH059534-08;K01 MH072866-01;K08 MH080372-03;R01 MH59545;R01 MH59533;R01 MH059545;R01 MH059548-08;UL1 RR025774;K25 HL080079;UL1 RR025774-02;R01 MH081804-01;1U54RR025204-01;U01 MH46282;R01 MH078151-03;R01 MH059533-06;R01 MH59553;U01 MH46274;R01 MH60068;U01 MH046282-04;R01 MH059553-08;R01 MH059545-04;Z01 MH002810-06;R01 MH060068-08;U01 MH46280;R01 MH59567;R01 MH059556-08
20852633	CA;CRUK_;ImNIH;CN;WT_;MRC_	NCI NIH HHS;Cancer Research UK;Intramural NIH HHS;Wellcome Trust;Medical Research Council	United States;United Kingdom	R01CA61107;R01CA58598;R01 CA058598;R01 CA058860;A10119;R01CA71766;Z99 CA999999;11022;R01CA114343;R01CA126841-01;10124;R01CA87538;P30 CA016056;R01 CA087538;R01CA112523;CA92044;N01PC35137;K07 CA092044;A10124;P50 CA105009;N01CN55424;CA58860;R01 CA054419;R01 CA122443;K07 CA143047;U01 CA058860;R01CA054419;10118;R01CA122443;P50CA105009;R01CA16056;Missing ID;R01 CA112523;G0801875;P50 CA136393;R01 CA126841;R01 CA114343
20844546	Missing Acronym	Missing Agency	Missing Country	Missing ID
20303064	BB_;CSO_;MRC_	Biotechnology and Biological Sciences Research Council;Chief Scientist Office;Medical Research Council	United Kingdom	BB/F019394/1;CZB/4/505;ETM/55;G0700704
19367585	AG	NIA NIH HHS	United States	U2AG21886
19300500	HL;HC	NHLBI NIH HHS	United States	N01HC25195;N02-HL-6-4278;N01-HC-25195
20023658	Missing Acronym	Missing Agency	Missing Country	Missing ID
19820699	MH;AA	NIMH NIH HHS;NIAAA NIH HHS	United States	R01 MH081802-01;AA10248;R01 AA014041-01A1;R01 AA007535;R01 AA007535-08;R01 AA010249-04;R01 MH059160-04
21502966	Missing Acronym	Missing Agency	Missing Country	Missing ID
21079607	DK;MH;RR	NIDDK NIH HHS;NIMH NIH HHS;NCRR NIH HHS	United States	P30 DK050456;T32 MH076694;U54 RR0252204-01
21505073	Missing Acronym	Missing Agency	Missing Country	Missing ID
19503088	AR;ImNIH	NIAMS NIH HHS;Intramural NIH HHS	United States	R01 AR044422-10;R01 AR044422-08;R01 AR44422;Missing ID;N01-AR-2-2263;R01 AR044422-09A1
19165232	Missing Acronym	Missing Agency	Missing Country	Missing ID
19578179	Missing Acronym	Missing Agency	Missing Country	Missing ID
23562540	HG;MRC_;AG;DA;NS	NHGRI NIH HHS;Medical Research Council;NIA NIH HHS;NIDA NIH HHS;NINDS NIH HHS	United States;United Kingdom	U01 HG006375;G0902227;K25 AG041906;P01 AG03991;P50 AG005136;MR/K013041/1;AG010124;P30 AG010161;G0300429;P50 AG005138;AG05136;P30 AG010129;R25 DA027995;R01 AG035083;P01 AG05131;K01 AG030514;P50 AG05681;P30 AG010124;K08 AG034290;P50 AG005131;U24 AG021886;U01 AG032984;R01 AG042611;R01 AG030146;U01 AG024904;U19 AG010483;U01 AG016976;P01 AG003991;P30 AG008051;P50 AG005681;P30 AG013846;P01 AG026276;R01 AG017917;P30 NS069329-01;R01 AG16208;R01 AG016208;R01 AG015819
18760390	MRC_	Medical Research Council	United Kingdom	G9810900
19151714	MRC_	Medical Research Council	United Kingdom	G0600331
17690259	Missing Acronym	Missing Agency	Missing Country	Missing ID
21228123	Missing Acronym	Missing Agency	Missing Country	Missing ID
16252231	ES;NS	NIEHS NIH HHS;NINDS NIH HHS	United States	R01 ES010751;P50 NS040256;ES10751;P01 NS040256;NS40256;R01 NS033978;NS33978;ES10751-S1
23722424	AA;GM;MRC_;MH;DA;Missing Acronym;AG;CSO_;CA;HL;Missing Acronym;BB_;Missing Acronym	NIAAA NIH HHS;NIGMS NIH HHS;Medical Research Council;NIMH NIH HHS;NIDA NIH HHS;Intramural NIH HHS;NIA NIH HHS;Chief Scientist Office;NCI NIH HHS;NHLBI NIH HHS;Biotechnology and Biological Sciences Research Council	United States;United Kingdom	R37 AA009367;P01 GM099568;MC_UU_12013/1;MH016880;U01 DA024417;Z01 AG001050-01;G0600705;T32 MH016880;T32-AG000186-23;MH066140;R37 DA005147;K05 AA017688;DA13240;CZB/4/710;DA029377;R01 AA009367;U01 AG009740;AA09367;R01 AA011886;P01 CA089392;ETM/55;G0700704;R01 HL090620;R01 HL105756;MC_PC_15018;R01 HL111314;MC_UU_12013/5;DA05147;MC_PC_U127561128;ZIA AG000196-03;R01 MH066140;F31 DA029377;G9815508;P01-AG005842;P30-AG012810;MC_UU_12013/4;P01 AG005842;AA11886;MC_UU_12013/3;P30 AG012810;T32 AG000186;P01-AG005842-20S2;BB/F019394/1;ZIA AG000196-04;R01 DA013240;MR/K026992/1
18204446	RR;AR;AI;WT_	NCRR NIH HHS;NIAMS NIH HHS;NIAID NIH HHS;Wellcome Trust	United States;United Kingdom	P20 RR020143;AR43814;P30 AR053483;AR24260;R01 AR043814-10A2;R01 AI024717;AR22804;AR43247;P01 AR049084;U54 RR020278;P60 AR053308;N01AR62277;AR49084;AR43815;AI24717;R37 AI024717;R01 AR033062;AR052300;051276;AR33062;R01 AR052300;K24 AR002175;AR02175
22120009	WT_;LLR_;CRUK_	Wellcome Trust;Blood Cancer UK;Cancer Research UK	United Kingdom	090532;12042;C1298/A8362
21326311	HL;NS;HG	NHLBI NIH HHS;NINDS NIH HHS;NHGRI NIH HHS	United States	R01 HL091759;5U01-NS042804-03;5R01HL091759;HHSN268200782096C;U54 HL090515;U01 NS042804;U54HL090515
19478819	Missing Acronym	Missing Agency	Missing Country	Missing ID
19197348	DK;HHMI;CA	NIDDK NIH HHS;Howard Hughes Medical Institute;NCI NIH HHS	United States	F32 DK070527;1F32DK070527;Missing ID;5R01 DK60089;R01 DK060089;U54 CA121852;5 U54 CA121852
20159113	MH;WT_;NS;RR	NIMH NIH HHS;Wellcome Trust;NINDS NIH HHS;NCRR NIH HHS	United States;United Kingdom	R01 MH071425;089061/Z/09/Z;R01 NS043559;R01 NS 43559;U54 RR020278
19483681	CRUK_;WT_;MRC_	Cancer Research UK;Wellcome Trust;Medical Research Council	United Kingdom	10589;068545/Z/02;A4994;11022;G0000934;10118;G0700491;077012
23594818	Missing Acronym	Missing Agency	Missing Country	Missing ID
21326860	Missing Acronym	Missing Agency	Missing Country	Missing ID
23585552	CRUK_;MRC_;CSO_	Cancer Research UK;Medical Research Council;Chief Scientist Office	United Kingdom	A8896;MC_U127527198;C348/A3758;CZB/4/438;G0000657-53203;12076;MC_PC_U127561128;MC_U127584475;C48/A6361;CZB/4/705
21044949	Missing Acronym	Missing Agency	Missing Country	Missing ID
20395239	WT_;EY;MRC_;BB_	Wellcome Trust;NEI NIH HHS;Medical Research Council;Biotechnology and Biological Sciences Research Council	United Kingdom;United States	Missing ID;1R01EY013612;1R01EY018246;R01 EY013612;Missing ID;G20234;R01 EY013612-10
19412176	NS;MH;CAPMC;HHMI;HL;AI	NINDS NIH HHS;NIMH NIH HHS; CIHR;Howard Hughes Medical Institute;NHLBI NIH HHS;NIAID NIH HHS	United States;Canada	P50 NS023724-22;L30 NS052978-04;R01 MH080957;P50 NS023724-229002;L30 NS052978-03;R01 MH080957-03;L30 NS052978-02;R37 NS033797-12;MGC 77493;R01 NS038523-04;P50 NS2372;Missing ID;U01 MH079469;R01 NS38523;R01 HL062252;U01 MH079470;5U19 AI063603;5U01 MH079470;5U01 MH079469-02;R01 HL62252
19744961	CA	NCI NIH HHS	United States	U01 CA098233;R01 CA070817;R01 CA 065725;U54 CA100971;P01 CA87969;P01 CA55075;R03 CA133937
